;job_title;job_type;location;median_salary
16468;medical city  valet partimetempany shift;Full Time;Dallas, TX 75221;71040.0
16486;business systems analyst;Full Time;Irving, TX 75039;124800.0
16496;contract attorney japanese review;Full Time;Dallas, TX 75201;71040.0
16503;director;Full Time;Dallas, TX 75201;71040.0
16509;lease renewal negotiator;Full Time;Grapevine, TX 76051;71040.0
16511;administrative assistant  account transitions;Full Time;Dallas, TX 75201;71040.0
16517;automotive service advisors;Full Time;Dublin, OH 43017;73920.0
16518;cloud systems admin lev iii;Full Time;Plano, TX 75023;71040.0
16531;customer service reps  bilingual and english only;Full Time;Irving, TX 75038;71040.0
16535;help desk techniciancoppell;Full Time;Coppell, TX 75019;71040.0
16563;help desk;Full Time;Coppell, TX 75019;71040.0
16564;carpet cleaning technician benefits and paid training;Full Time;Farmers Branch, TX 75234;71040.0
16579;qa analyst;Full Time;Fort Worth, TX 76155;71040.0
16581;bilingual customer service rep;Full Time;Irving, TX 75038;71040.0
16590;digital forensic analyst;Full Time;Richardson, TX 75081;71040.0
16603;sap bwhana project manager;Full Time;Carrollton, TX 75006;71040.0
16607;assistant teacher;Part Time;Dublin, OH 43017;73920.0
16611;digital product manager  data analytics;Full Time;Dallas, TX 75235;192000.0
16614;customer service opportunity;Full Time;Dallas, TX 75201;71040.0
16619;retail associates and retail management positions guaranteed base plus bonuses;Full Time;Irving, TX 75062;71040.0
16621;senior front end developer;Full Time;Irving, TX 75063;71040.0
16623;help desk specialist;Full Time;Dallas, TX 75201;71040.0
16624;tax servicing specialist;Full Time;Richardson, TX 75082;71040.0
16625;operations analyst  part time;;Garland, TX 75042;71040.0
16652;post closing specialist;Full Time;Coppell, TX 75019;71040.0
16653;probate paralegal;Full Time;Dallas, TX 75201;71040.0
16657;tax servicing specialist;Full Time;Richardson, TX 75082;71040.0
16659;clinical services manager hospice;Full Time;Arlington, TX 76006;71040.0
16664;attorney document review;Full Time;Dallas, TX 75201;71040.0
16670;activity coordinator;Full Time;Dublin, OH 43017;73920.0
16678;technical help desk specialist;Full Time;Dallas, TX 75201;71040.0
16684;software engineer;Full Time;Grand Prairie, TX 75050;71040.0
16689;retail sales;Full Time;Lewis Center, OH 43035;73920.0
16697;call center rep;Full Time;Irving, TX 75038;71040.0
16699;document custody processor opportunity;Full Time;Dallas, TX 75212;71040.0
16704;help desk technician;Full Time;Coppell, TX 75019;71040.0
16711;help desk technician;Full Time;Coppell, TX 75019;71040.0
16712;senior release manager lead;Full Time;Chicago, IL 60601;75840.0
16716;project manager;Full Time;Atlanta, GA 30342;28800.0
16718;project manager;Full Time;Miami Lakes, FL 33016;58560.0
16724;help desktechnical support specialist;Full Time;New York City, NY 10013;76800.0
16725;rf engineer  nokia umtsnokie ltetelecommunications;Full Time;Corpus Christi, TX 78401;90240.0
16729;it professionals;Full Time;East Moline, IL 61244;75840.0
16731;api testerpython scripting experience;Full Time;Philadelphia, PA 19103;72000.0
16732;service advisorcustomer service;;Fresno, CA 93704;52000.0
16733;technical pm;Full Time;Minneapolis, MN 55479;72000.0
16734;bi software developer;Full Time;Green Bay, WI 54301;43200.0
16735;senior technical project manager  any location;Full Time;Charlotte, NC 28262;81600.0
16736;lead software product manager;Full Time;Palo Alto, CA 94301;52000.0
16737;marketing  communications associate  telecommunications;Full Time;Anaheim, CA 92801;52000.0
16739;customer service representative  full time and part time;;Minneapolis, MN 55425;72000.0
16742;sap mii solution architect;Full Time;Cary, NC 27512;81600.0
16744;network admin;Full Time;Detroit, MI 48228;78720.0
16745;r developer;Full Time;Chesterfield, MO 63005;72000.0
16747;salesforce support analyst;Full Time;Philadelphia, PA 19101;72000.0
16749;marketing  communications associate  telecommunications;Full Time;Rancho Cucamonga, CA 91739;52000.0
16750;ui developer  senior or lead or manager;Full Time;San Jose, CA 95101;52000.0
16752;project coordinator;Full Time;Charlotte, NC 28202;81600.0
16757;jr network administrator;;Buffalo, NY 14214;76800.0
16758;project manager;Full Time;Jersey City, NJ 07302;79200.0
16759;telecommunications customer service and sales representative;Full Time;Charlotte, NC 28217;81600.0
16760;repair technician;Full Time;Aurora, CO 80011;74880.0
16765;technical project manager  remote ok;Full Time;Charlotte, NC 28262;81600.0
16766;data center technician;Full Time;Manassas, VA 20108;115200.0
16767;entry level representative telecommunications and technology;Full Time;Philadelphia, PA 19115;72000.0
16768;systems analyst;Full Time;San Antonio, TX 78251;71040.0
16769;businessrequirement analyst;Full Time;El Dorado Hills, CA 95762;52000.0
16772;repair technician;Full Time;Aurora, CO 80011;74880.0
16778;senior system administrator;Full Time;San Antonio, TX 78234;71040.0
16779;data analyst iii;Full Time;Cincinnati, OH 45242;73920.0
16780;development lead application developer;Full Time;Dearborn, MI 48126;78720.0
16781;project manager;Full Time;Pompano Beach, FL 33065;58560.0
16783;senior help desk support engineer;Full Time;Sharonville, OH 45241;73920.0
16784;name;Full Time;Menlo Park, CA 94025;52000.0
16785;storage technical consultant  par;Full Time;Kansas City, MO 64101;72000.0
16787;fms contractor multiple opportunities;Full Time;Phoenix, AZ 85027;42240.0
16791;it project manager;Full Time;Walnut Creek, CA 94598;52000.0
16796;junior systems engineer;Full Time;Sarasota, FL 34232;158400.0
16799;repair technician;Full Time;South Bend, IN 46628;83520.0
16800;data migration project manager;Full Time;Minneapolis, MN 55479;72000.0
16801;telecommunications site switch technician;Full Time;Rocklin, CA 95765;52800.0
16802;vmware system administrator  senior;Full Time;Suitland, MD 20746;128160.0
16806;manager  web and application projects;Full Time;Philadelphia, PA 19102;72000.0
16810;bilingual quality assurance analyst;;Austin, TX 78704;71040.0
16811;help desk technician;Full Time;Coppell, TX 75019;71040.0
16812;technical writerhtml;Full Time;Columbus, OH 43240;73920.0
16813;financial analyst;Full Time;Santa Clara, CA 95050;52000.0
16814;desktop support;Full Time;Asheville, NC 28801;81600.0
16815;server analyst;Full Time;Indiana, PA 15701;72000.0
16816;lab support engineer iitelecommunications studies;Full Time;Lisle, IL 60532;75840.0
16822;customer service support;;El Dorado Hills, CA 95762;52000.0
16823;telecommunications specialist;Full Time;Liverpool, NY 13090;76800.0
16824;software developer;Full Time;Overland Park, KS 66210;76800.0
16825;senior program manager  jda;Full Time;Bridgewater, NJ 08807;79200.0
16827;pc fieldbusiness development technician;Full Time;Chattanooga, TN 37406;35520.0
16829;parts manager;Full Time;Fresno, CA 93704;52000.0
16834;project manager  telecommunicationscell sitesregulatory compliance;Full Time;Edina, MN 55439;86400.0
16836;telecommunications provisioning coordinator;Full Time;Oklahoma City, OK 73179;62400.0
16837;sr engineer;nan;Cincinnati, OH 45216;73920.0
16839;pmo coordinator global pmo;Full Time;Bridgewater, NJ 08807;79200.0
16840;rest developer;Full Time;Orlando, FL 32801;58560.0
16846;required lead java developers;Full Time;Alpharetta, GA 30022;28800.0
16847;sr java application developer;Full Time;Roseville, CA 95661;52000.0
16848;software developer  scripting;Full Time;San Jose, CA 95134;52000.0
16849;manager  web and application projects;Full Time;Philadelphia, PA 19102;72000.0
16858;program manager;Full Time;Boca Raton, FL 33431;58560.0
16861;graphic artist;;Sarasota, FL 34232;58560.0
16862;parts manager;Full Time;Fresno, CA 93704;52000.0
16864;bi software developer;Full Time;Green Bay, WI 54301;43200.0
16865;service advisorcustomer service;;Fresno, CA 93704;52000.0
16872;client solutions manager;Full Time;Jersey City, NJ 07302;79200.0
16873;project administratorcoordinator it;Full Time;Pleasanton, CA 94588;52000.0
16874;rf engineer  nokia umtsnokie ltetelecommunications;Full Time;Austin, TX 78704;94080.0
16878;it project  product manager  web technology strategist;;Santa Clara, CA 95054;52000.0
16883;sql  vb developer;Full Time;Sacramento, CA 95833;52000.0
16885;sql dba;Full Time;Charlotte, NC 28201;81600.0
16886;deskside support specialist  long term role  prd;;Portland, ME 04105;42240.0
16889;entry level marketing communications specialist  telecommunications;Full Time;Rancho Cucamonga, CA 91739;52000.0
16891;parts manager;Full Time;Fresno, CA 93704;52000.0
16894;sr java developer;Full Time;Dearborn, MI 48126;78720.0
16895;service advisorcustomer service;;Fresno, CA 93704;52000.0
16896;lab;Full Time;Lisle, IL 60532;75840.0
16898;senior technical project manager  any location;Full Time;Charlotte, NC 28262;81600.0
16899;senior;Full Time;Little Rock, AR 72201;43200.0
16901;angular js developer;Full Time;Carrollton, TX 75006;71040.0
16903;linux systems administrator;Full Time;Mclean, VA 22101;115200.0
16906;analyst  telecommunicationsip phone systemsadministrator  support;Full Time;Houston, TX 77004;62400.0
16910;help desk technician ii;Full Time;Coppell, TX 75019;71040.0
16915;entry level openingsimmediate hire  full paid training;Full Time;Raleigh, NC 27609;81600.0
16917;retail sales representative  entry level;Full Time;Nashville, TN 37209;35520.0
16919;retail sales representative  entry level;Full Time;Indianapolis, IN 46202;83520.0
16920;entry level openingsimmediate hire  full paid training;Full Time;Little Rock, AR 72211;43200.0
16921;retail sales representative  entry level;Full Time;Salt Lake City, UT 84116;124800.0
16923;verizon fios sales representatives;Full Time;Hyattsville, MD 20781;128160.0
16924;retail sales representative  entry level;Full Time;San Antonio, TX 78207;71040.0
16926;entry level junior marketing associates  entry level public relations and advertising;Full Time;El Paso, TX 79336;71040.0
16927;promotions assistant marketing advertising public relations;Full Time;Pittsburgh, PA 15235;72000.0
16928;entry level marketing  advertising associate;Full Time;Anaheim, CA 92801;52000.0
16929;event marketing and promotional advertising assistant manager;Full Time;Oklahoma City, OK 73116;62400.0
16930;customer service  event  retail marketing  advertising firm;Full Time;Houston, TX 77057;71040.0
16931;sales representative marketing  advertising;Full Time;Bloomington, IL 61701;134400.0
16934;entry level account representative marketingadvertising;Full Time;Irving, TX 75038;71040.0
16936;entry level event coordinator marketing;nan;Little Rock, AR 72211;43200.0
16937;marketing advertising and branding associate for expanding firm;Full Time;Fairfield, NJ 07006;79200.0
16938;advertising campaign manager;Full Time;Anaheim, CA 92801;52000.0
16939;program manager  ci;Full Time;Stennis Space Center, MS 39522;134400.0
16940;entry level junior marketing associates  entry level public relations and advertising;Full Time;Dallas, TX 75207;71040.0
16941;sports minded  marketing  advertising;Full Time;Chicago, IL 60602;75840.0
16942;cad  drafting engineer;Full Time;Pontiac, MI 48340;78720.0
16943;advertising sales representative;Full Time;Raleigh, NC 27601;134400.0
16944;junior marketing associate  entry level marketing  advertising;Full Time;Manhattan, NY 10036;76800.0
16945;senior manager;Full Time;Dallas, TX 75201;182400.0
16946;advertising sales representative;Full Time;Anniston, AL 36201;134400.0
16947;entry level marketing  entry level management  entry level advertising;Full Time;Bloomington, MN 55437;72000.0
16948;marketing  advertising coordinator  entry level;Full Time;Phoenix, AZ 85004;42240.0
16949;advertising sales representative;Full Time;Chapel Hill, NC 27514;134400.0
16950;advertising campaign associate  entry level;Full Time;Dallas, TX 75201;71040.0
16951;advertising sales representative;Full Time;Chicago, IL 60644;75840.0
16953;advertising sales support;Full Time;Pontiac, MI 48341;78720.0
16954;advertising sales representative;Full Time;Chattanooga, TN 37401;134400.0
16955;sales  marketing  advertising  entry level reps wanted;Full Time;St. Louis, MO 63141;72000.0
16956;structural analysis engineer  mechanical structures engineer;Full Time;Roseville, CA 95661;52000.0
16958;entry level assistant marketing  advertising manager;Full Time;Paramus, NJ 07652;79200.0
16959;development engineer  automotive air moving systems;nan;Waltham, Ma, MA 02451;100800.0
16960;administrative assist any advertising;;Los Angeles, CA 90036;52000.0
16961;marketing advertising and branding associate for expanding firm;Full Time;Irving, TX 75062;71040.0
16963;sports marketing  advertising sales coordinator  entry level;Full Time;Anaheim, CA 92801;52000.0
16964;marketing  advertising associate  entry level;Full Time;Pomona, CA 91768;52000.0
16965;marketing advertising and branding associate for expanding firm;Full Time;Madison, WI 53718;43200.0
16967;sports minded  marketing  advertising;Full Time;Sandy Springs, GA 30319;28800.0
16969;advertising sales associate;Part Time;Wilson, NC 27894;81600.0
16970;advertising sales representative;Full Time;Terre Haute, IN 47801;134400.0
16971;advertising sales representative;Full Time;Birmingham, AL 35201;134400.0
16972;entry level junior marketing associates  entry level public relations and advertising;Full Time;Little Rock, AR 72211;43200.0
16973;advertising art  design technology;Full Time;Leesport, PA 19533;72000.0
16974;sales representative advertising  marketing;Full Time;Richmond, VA 23224;134400.0
16975;customer service  retail events  marketing  advertising;Full Time;Greenboro, NC 27410;81600.0
16976;entry level marketing  advertising  retail promotions;Full Time;Akron, OH 44319;73920.0
16977;sales representative advertising  marketing;Full Time;Anniston, AL 36202;134400.0
16978;advertising sales representative  entry level;Full Time;Hempstead, NY 11549;76800.0
16979;advertising sales representative;Full Time;Jackson, MS 39201;134400.0
16980;sports minded marketingadvertising;Full Time;Oklahoma City, OK 73116;62400.0
16981;advertising associate;nan;Austin, TX 78752;71040.0
16982;engineering recruiter  virtual;Full Time;Chicago, IL 60607;75840.0
16983;advertising specialist;Full Time;Sarasota, FL 34232;58560.0
16984;promotions  advertising  marketing coordinator  taking branding tonew level;Full Time;Irving, TX 75062;71040.0
16985;senior account manager  advertising operations saas company;Full Time;New York City, NY 10001;76800.0
16986;entry level advertising and marketing coordinator;Full Time;Philadelphia, PA 19104;72000.0
16991;advertising campaign associate;Full Time;Yonkers, NY 10704;76800.0
16992;marketing  advertising associate  entry level;Full Time;Nashville, TN 37209;35520.0
16994;software engineer  level;Full Time;Orlando, FL 32801;58560.0
16995;entry level marketingadvertisingcustomer service;Full Time;Lafayete, LA 70508;91200.0
16996;entry level assistant  promotions  advertising;Full Time;Lewisville, TX 76106;71040.0
16997;junior project manager marketing advertising sales management;Full Time;San Diego, CA 92123;52000.0
16998;entry level advertising  account executive  account manager;Full Time;White Plains, NY 10603;76800.0
16999;advertising salesmarketing consultant;Full Time;Sheboygan, WI 53081;43200.0
17000;sales representative advertising  marketing;Full Time;Madison, MS 39110;134400.0
17001;sales representative advertising  marketing;Full Time;Raleigh, NC 27605;134400.0
17002;junior advertising  marketing coordinator;Full Time;Hempstead, NY 11549;76800.0
17003;sales representative advertising  marketing;Full Time;Birmingham, AL 35203;134400.0
17004;entry level promotional advertising assistant;Full Time;Dallas, TX 75287;71040.0
17005;marketing  advertising sales coordinator  entry level;Full Time;Santa Ana, CA 92705;52000.0
17006;entry level management  sales  marketing  advertising;Full Time;Memphis, TN 38118;35520.0
17007;junior marketing coordinator entry level salesmarketing  advertising;Full Time;North Charleston, SC 29406;44640.0
17008;advertising salesmarketing;Full Time;Evansville, IN 47720;83520.0
17009;marketing coordinator  marketing  advertising;Full Time;Santa Ana, CA 92705;52000.0
17010;sales representative advertising  marketing;Full Time;Jackson, MS 39201;134400.0
17012;structural engineering liaison and project avionics;Full Time;Wilmington, DE 19801;24390.0
17013;entry level events coordinator advertising division;Full Time;Dallas, TX 75201;71040.0
17014;grand opening multiple positions open entry level sales  marketing  advertising;Full Time;Harrisburg, PA 17110;72000.0
17015;marketing  advertising  customer service  rapid advancement;Full Time;Bloomington, MN 55437;72000.0
17017;advertising sales representative;Full Time;Richmond, VA 23173;134400.0
17018;junior associate  entry level marketing  advertising;Full Time;Columbus, OH 43215;73920.0
17019;promotions  advertising sales coordinator  entry level;Full Time;Schererville, IN 46375;83520.0
17020;junior sales account manager  entry level marketing advertising sales;Full Time;Chicago, IL 60602;75840.0
17021;sales representative advertising  marketing;Full Time;Chattanooga, TN 37406;134400.0
17022;aeronautical engineer  airtoair weapons;Full Time;Fort Walton Beach, FL 32547;58560.0
17023;sales representative advertising  marketing;Full Time;Chapel Hill, NC 27516;134400.0
17026;advertising sales representative;Full Time;Dallas, TX 75287;71040.0
17027;training manager  ci;Full Time;Stennis Space Center, MS 39522;134400.0
17028;financial controller;Full Time;Plymouth, MI 48170;78720.0
17030;aflac;Full Time;Renton, WA 98056;32640.0
17033;sales associate;Full Time;Seattle, WA 98103;32640.0
17034;territory sales manager;Full Time;Boston, MA 02111;100800.0
17040;manager retail sales;Full Time;Portland, OR 97205;25440.0
17041;quality control specialist;Full Time;Salt Lake City, UT 84119;124800.0
17042;associate underwriter;nan;Omaha, NE 68114;33600.0
17043;escrow support processor;;Dublin, OH 43016;73920.0
17045;financial manager;Full Time;Dedham, MA 02026;100800.0
17047;director of purchasing;Full Time;Seattle, WA 98118;32640.0
17049;aflac;Full Time;Arlington, TN 38002;35520.0
17050;aflac;Full Time;Dale City, VA 22193;115200.0
17051;esis claims manager;nan;Overland Park, KS 66202;76800.0
17052;customer service agent;Full Time;Alpharetta, GA 30009;24960.0
17053;sales associate;Full Time;Aurora, CO 80012;74880.0
17054;full charge bookkeeper  salary up to;Full Time;Fresno, CA 93704;52000.0
17055;aflac;Full Time;De Pere, WI 54115;43200.0
17056;loan servicing specialist;Full Time;Saint Paul, MN 55121;72000.0
17057;aflac;Full Time;Toledo, WA 98591;32640.0
17060;financial accountant;Full Time;Buffalo, NY 14202;76800.0
17062;account sales manager;Full Time;Boston, MA 02111;100800.0
17063;senior mechanical engineer builders hardware;Full Time;Chicago, IL 60290;75840.0
17064;mechanical electrical tech iii;Full Time;Phoenix, IL 60426;75840.0
17065;registered nurse rn  home health;Full Time;Burr Ridge, IL 60527;75840.0
17066;ups otr cdltractortrailer truckload driver hazmat req dedicated;nan;Richland, WA 99352;32640.0
17067;buyer;Full Time;Burr Ridge, IL 60527;75840.0
17068;part time warehouse associate order builder;Part Time;La Vergne, TN 37086;35520.0
17070;it lan services technician;Full Time;Irving, TX 75060;71040.0
17071;data analyst business data analyst with mortgage exp;Full Time;Dallas, TX 75201;71040.0
17072;senior product manager;Full Time;Dallas, TX 75243;71040.0
17073;as  aircraft cabin agent;Full Time;Irving, TX 75062;71040.0
17074;management consultant  turnaround specialist;Full Time;Dallas, TX 75201;165120.0
17077;collection representative;Full Time;Columbus, OH 43220;48000.0
17078;document custody processor fulltime night;Full Time;Dallas, TX 75212;71040.0
17079;digital marketing;Part Time Intern;Columbus, OH 43085;73920.0
17080;customer service specialist;Full Time;Dallas, TX 75201;71040.0
17082;staff accountant;Full Time;Dallas, TX 75231;71040.0
17083;sales engineer;Full Time;Dallas, TX 75201;71040.0
17084;general labor;Full Time;Dallas, TX 75202;71040.0
17086;maintenance technician;Full Time;Dallas, TX 75201;71040.0
17088;customer service representative;Full Time;Columbus, OH 43207;73920.0
17089;sales executive;Full Time;Dallas, TX 75203;71040.0
17090;ehs manager;Full Time;Dallas, TX 75201;71040.0
17092;senior real estate analyst;Full Time;Dallas, TX 75201;153600.0
17093;parts coordinator;Full Time;Dallas, TX 75229;71040.0
17095;data entry processor;Full Time;Irving, TX 75060;71040.0
17100;benefits analyst;Full Time;Dallas, TX 75270;71040.0
17103;senior accountant;Full Time;Dallas, TX 75201;134400.0
17104;software engineer;Full Time;Dallas, TX 75202;71040.0
17106;lead repair technician;Full Time;Dallas, TX 75237;71040.0
17107;help desk  tech support;Full Time;Dallas, TX 75254;71040.0
17108;flooring;Full Time;Dallas, TX 75243;115200.0
17112;outside sales representative  medical devices;Full Time;Dallas, TX 75226;288000.0
17115;medical assistant  certified;Full Time;Dallas, TX 75201;71040.0
17118;cad technician;Full Time;Dallas, TX 75228;71040.0
17121;ios  developer;Full Time;Dallas, TX 75243;71040.0
17128;staff accountant;Full Time;Dallas, TX 75231;105600.0
17129;entry level staff accountant;Full Time;Irving, TX 75039;81600.0
17130;sr global account executive;Full Time;Dallas, TX 75243;71040.0
17131;sri anjaneya tech;Full Time;Dallas, TX 75202;71040.0
17132;enterprise relationship manager;Full Time;Dallas, TX 75243;71040.0
17133;surgical;Full Time;Dallas, TX 75201;71040.0
17134;forklift operator  warehousing;Full Time;Dallas, TX 75247;21120.0
17135;business manager;Full Time;Dallas, TX 75216;71040.0
17136;senior software engineer;Full Time;Dallas, TX 75231;71040.0
17137;sr lean production supervisor;Full Time;Dallas, TX 75229;71040.0
17138;member services representative;Full Time;Dallas, TX 75228;71040.0
17140;title commitment coordinator;Full Time;Irving, TX 75039;71040.0
17141;medical collectors needed asap great;Full Time;Dallas, TX 75201;71040.0
17142;sales manager;Full Time;Urbancrest, OH 43123;73920.0
17143;director of training  law firms;Full Time;Dallas, TX 75215;71040.0
17144;prepress assembly operator mac  nd shift;Full Time;Irving, TX 75061;71040.0
17145;help deskit support specialist;Full Time;Dallas, TX 75202;71040.0
17146;receptionist;Full Time;Dallas, TX 75205;71040.0
17147;floral designers;Full Time;Dallas, TX 75207;30720.0
17152;restaurant manager  chilis;Full Time;Dallas, TX 75235;71040.0
17153;senior accountant;Full Time;Dallas, TX 75206;120000.0
17154;medicalpharmacy benefits verification coordinator;Full Time;Dallas, TX 75235;71040.0
17156;ups freight sales account executiveups freight;nan;Irving, TX 75061;71040.0
17158;project manager;Full Time;Dallas, TX 75201;71040.0
17161;compliance analystunderwriter;Full Time;Dallas, TX 75234;71040.0
17164;prosperous namerecognition firm seeks sr corporate act  tobonus paid benefits;Full Time;Dallas, TX 75214;86400.0
17165;land  radio technician with management experience;Full Time;Dallas, TX 75243;71040.0
17167;it enterprise microsoft system engineer;Full Time;Dallas, TX 75202;71040.0
17168;medical front office assistant;Full Time;Dallas, TX 75225;71040.0
17169;medical assistant;Full Time;Dallas, TX 75203;71040.0
17170;sales administrative assistant  embassy suites dfw south;Full Time;Irving, TX 75062;24960.0
17171;plaintiffs law firm paralegal;Full Time;Dallas, TX 75201;71040.0
17172;night shift supervisor  returns department;Full Time;Irving, TX 75039;71040.0
17176;microsoft cnetaspnet developer;Full Time;Dallas, TX 75201;71040.0
17177;imaging pacs implementation manager;Full Time;Dallas, TX 75201;71040.0
17178;customer service representative  up to  per hour;Full Time;Dallas, TX 75229;35520.0
17179;retail merchandising stock associate;Part Time;Dallas, TX 75247;71040.0
17181;account partner;Full Time;Dallas, TX 75201;71040.0
17183;diesel mechanicclass;Full Time;Dallas, TX 75228;45120.0
17184;customer service representative;Full Time;Dallas, TX 75207;19200.0
17186;esthetician;Full Time;Dallas, TX 75225;71040.0
17187;sales associate;Full Time;Irving, TX 75060;20160.0
17188;restaurant shift supervisor;nan;Dallas, TX 75241;71040.0
17189;technology risk analyst;Full Time;Dallas, TX 75201;71040.0
17191;controlleraccounting manager;Full Time;Dallas, TX 75229;71040.0
17193;tax accountant  bilingual;Full Time;Reynoldsburg, OH 43068;124800.0
17194;senior soa java  jee developer;Full Time;Westlake, TX 75201;71040.0
17196;regional sales director;Full Time;Dallas, TX 75201;71040.0
17198;accounting assistantmedical;Full Time;Dallas, TX 75247;71040.0
17201;senior corporate accountant;Full Time;Dallas, TX 75201;134400.0
17204;lcsw or lpc;Full Time;Dallas, TX 75202;71040.0
17205;procurement specialist;Full Time;Dallas, TX 75231;71040.0
17207;senior accountant;Full Time;Dallas, TX 75201;71040.0
17208;medical billing specialist and receptionist;Full Time;Dallas, TX 75243;71040.0
17211;director;Full Time;Dallas, TX 75201;71040.0
17217;senior staff accountant;Full Time;Dallas, TX 75201;115200.0
17218;call center agent  seasonal;Full Time;Dallas, TX 75201;71040.0
17222;it support technician;Full Time;Dallas, TX 75202;71040.0
17225;supervising senior accountant with upward mobility;Full Time;Dallas, TX 75204;148800.0
17229;tutors;Part Time;Dallas, TX 75205;26880.0
17231;software engineer  sql developer;Full Time;Irving, TX 75060;71040.0
17232;regional sales manager;Full Time;Dallas, TX 75201;71040.0
17233;senior fixed asset accountant;Full Time;Dallas, TX 75201;129600.0
17234;teacher;Part Time;Dallas, TX 75243;71040.0
17235;systems engineer;Full Time;Dallas, TX 75201;96000.0
17239;wellrespected commercialresidentialinternational real estate firm seeks accountant  kbonus;Full Time;Dallas, TX 75214;67200.0
17244;senior power systems automation engineer;Full Time;Dallas, TX 75202;71040.0
17246;leasing agent;Full Time;Dallas, TX 75201;71040.0
17247;reporter;Full Time;Dallas, TX 75229;71040.0
17248;entry level technical recruiter;Full Time;Dallas, TX 75201;71040.0
17249;buyer and office assistant;Full Time;Dallas, TX 75207;71040.0
17251;assistant manager  restaurant;Full Time;Dallas, TX 75232;71040.0
17252;facility coordinator  outpatient center;Full Time;Dallas, TX 75201;71040.0
17253;classcdl truck driver  fuel transport;nan;Dallas, TX 75241;71040.0
17255;sales representative dallasfort worth;Full Time;Dallas, TX 75201;211200.0
17256;service manager at bte body;Full Time;Irving, TX 75060;71040.0
17257;cpg category analyst;Full Time;Dallas, TX 75203;71040.0
17258;strategic business development marketing specialist;Full Time;Columbus, OH 43223;73920.0
17259;data entry operator;Full Time;Irving, TX 75039;71040.0
17261;ophthalmic medical receptionist;Full Time;Dallas, TX 75231;24960.0
17262;corporate accounts transitions manager;Full Time;Dallas, TX 75201;71040.0
17263;sales operations analyst;Full Time;Columbus, OH 43231;73920.0
17265;technical buyer;Full Time;Irving, TX 75062;71040.0
17266;science teacher;Full Time;Dallas, TX 75208;71040.0
17267;mechanical engineer;Full Time;Columbus, OH 43220;73920.0
17268;linux engineer;Full Time;Dallas, TX 75201;71040.0
17270;driver  warehouse;Full Time;Dallas, TX 75229;71040.0
17271;spanish tutor;Full Time;Dallas, TX 75219;43200.0
17272;facilities maintenance technician;Full Time;Dallas, TX 75201;71040.0
17273;technical specialist;Full Time;Westerville, OH 43081;62400.0
17274;qa engineer  must have selenium;Full Time;Dallas, TX 75202;71040.0
17276;customer service representative;;Dallas, TX 75215;71040.0
17277;refrigeration service techs;Full Time;Dallas, TX 75201;71040.0
17278;cbd provisions general manager;Full Time;Dallas, TX 75201;163200.0
17279;production supervisor;Full Time;Irving, TX 75062;71040.0
17281;outside sales representative  digital marketing services;Full Time;Dallas, TX 75201;71040.0
17284;it professionals;Full Time;Dallas, TX 75202;71040.0
17285;field sales representative;Full Time;Dallas, TX 75201;71040.0
17286;senior property accountant;Full Time;Dallas, TX 75201;129600.0
17289;jr graphicmultimedia designer;Full Time;Dallas, TX 75207;71040.0
17290;tx warehouse clerk;Full Time;Dallas, TX 75212;71040.0
17291;hris workday professional;Full Time;Dallas, TX 75204;96000.0
17292;bi reports developer ssrs;Full Time;Dallas, TX 75225;71040.0
17293;classic asp developer;Full Time;Dallas, TX 75201;43200.0
17294;food production supervisor;Full Time;Dallas, TX 75243;96000.0
17300;remote lead product architect;Full Time;Dallas, TX 75201;71040.0
17302;retail sales associate;nan;Irving, TX 75062;71040.0
17306;oracle brm;Part Time;Dallas, TX 75201;71040.0
17308;crane maintenance technician;Full Time;Irving, TX 75061;48000.0
17313;data analyst;Full Time;Dallas, TX 75201;177600.0
17314;assistant to estimating  project management;Full Time;Dallas, TX 75229;71040.0
17321;senior oracle programmer  analyst;Full Time;Dallas, TX 75201;5520.0
17322;premium audit specialist;Full Time;Dallas, TX 75201;71040.0
17324;captioning agent;Part Time;Irving, TX 75062;71040.0
17325;senior accountant;Full Time;Irving, TX 75062;71040.0
17327;marketing coordinator;Full Time;Dallas, TX 75238;71040.0
17328;sap sd professionals for nationwide opportunities;Full Time;Dallas, TX 75201;71040.0
17330;experienced legal administrative assistant;Full Time;Dallas, TX 75202;71040.0
17331;entry level sales  recruiting associate;Full Time;Dallas, TX 75219;71040.0
17333;journeyman sandblasters  painters;Full Time;Dallas, TX 75202;71040.0
17334;document processor mortgage;Full Time;Dallas, TX 75212;71040.0
17336;account coordinator;Full Time;Dallas, TX 75251;71040.0
17337;medical billing  coding specialist;Full Time;Dallas, TX 75201;71040.0
17338;parttime maintenance manager;Part Time;Dallas, TX 75205;43200.0
17339;quality assurance manager;Full Time;Dallas, TX 75236;71040.0
17340;customer service representative  real estate;Full Time;Dallas, TX 75201;71040.0
17341;compensation analyst;nan;Dallas, TX 75234;71040.0
17343;law firm billing;Full Time;Dallas, TX 75251;71040.0
17344;financial reporting accountant;Full Time;Dallas, TX 75201;71040.0
17345;senior financial analyst;Full Time;Dallas, TX 75204;158400.0
17346;forklift operator;Full Time;Irving, TX 75039;22080.0
17348;retail division;Full Time;Dallas, TX 75207;71040.0
17353;production technician;Part Time;Dallas, TX 75211;71040.0
